city,stationname,devid,time,AQI,PM25,PM10,CO,SO2,NO2,O3,prkey
北京,"东四",1003A,2017060804,61,43,72,0.6,3,96,2,"颗粒物(PM10)"
北京,"天坛",1004A,2017060804,60,43,56,0.6,2,38,16,"细颗粒物(PM2.5)"
北京,"农展馆",1005A,2017060804,63,45,72,1.0,6,84,11,"细颗粒物(PM2.5)"
北京,"官园",1006A,2017060804,44,21,44,0.5,0,0,2,"无"
北京,"海淀区万柳",1007A,2017060804,55,16,59,0.4,2,86,2,"颗粒物(PM10)"
北京,"顺义新城",1008A,2017060804,34,21,27,0.5,2,68,11,"无"
北京,"怀柔镇",1009A,2017060804,21,7,21,0.2,2,10,58,"无"
北京,"昌平镇",1010A,2017060804,26,18,20,0.2,2,16,34,"无"
北京,"奥体中心",1011A,2017060804,60,29,70,0.5,3,101,2,"颗粒物(PM10)"
北京,"古城",1012A,2017060804,55,31,59,0.5,2,79,7,"颗粒物(PM10)"
北京,"万寿西宫",1001A,2017060805,41,16,31,0.9,2,81,2,"无"
北京,"定陵",1002A,2017060805,29,20,23,0.2,2,12,43,"无"
北京,"东四",1003A,2017060805,64,36,77,0.6,3,100,2,"颗粒物(PM10)"
北京,"天坛",1004A,2017060805,45,31,0,0.6,2,75,2,"无"
北京,"农展馆",1005A,2017060805,65,37,79,1.0,5,99,2,"颗粒物(PM10)"
北京,"官园",1006A,2017060805,68,26,86,0.6,3,0,2,"颗粒物(PM10)"
北京,"海淀区万柳",1007A,2017060805,60,19,69,0.4,2,86,2,"颗粒物(PM10)"
北京,"顺义新城",1008A,2017060805,27,12,22,0.4,2,53,13,"无"
北京,"怀柔镇",1009A,2017060805,19,12,14,0.2,2,9,58,"无"
北京,"昌平镇",1010A,2017060805,25,12,25,0.3,2,40,21,"无"
北京,"奥体中心",1011A,2017060805,54,24,57,0.5,2,96,0,"颗粒物(PM10)"
北京,"古城",1012A,2017060805,56,29,61,0.4,2,99,2,"颗粒物(PM10)"
北京,"万寿西宫",1001A,2017060806,54,33,58,0.9,2,86,2,"颗粒物(PM10)"
北京,"定陵",1002A,2017060806,22,15,17,0.2,2,22,45,"无"
北京,"东四",1003A,2017060806,58,33,65,0.6,3,82,3,"颗粒物(PM10)"
北京,"天坛",1004A,2017060806,65,31,80,0.6,2,65,2,"颗粒物(PM10)"
北京,"农展馆",1005A,2017060806,60,34,69,0.9,4,86,2,"颗粒物(PM10)"
北京,"官园",1006A,2017060806,53,18,56,0.5,3,0,4,"颗粒物(PM10)"
北京,"海淀区万柳",1007A,2017060806,49,21,49,0.4,2,74,9,"无"
北京,"顺义新城",1008A,2017060806,27,13,27,0.4,2,47,13,"无"
北京,"怀柔镇",1009A,2017060806,28,19,28,0.3,2,11,55,"无"
北京,"昌平镇",1010A,2017060806,24,8,18,0.3,2,47,27,"无"
北京,"奥体中心",1011A,2017060806,43,21,29,0.4,2,86,2,"无"
北京,"古城",1012A,2017060806,53,35,56,0.6,2,83,12,"颗粒物(PM10)"
北京,"万寿西宫",1001A,2017060807,57,26,63,0.8,2,65,15,"颗粒物(PM10)"
北京,"定陵",1002A,2017060807,36,17,36,0.2,2,22,58,"无"
北京,"东四",1003A,2017060807,52,24,53,0.5,2,67,17,"颗粒物(PM10)"
北京,"天坛",1004A,2017060807,52,27,53,0.6,2,55,2,"颗粒物(PM10)"
北京,"农展馆",1005A,2017060807,51,25,51,0.7,4,74,3,"颗粒物(PM10)"
北京,"官园",1006A,2017060807,53,26,56,0.5,15,0,6,"颗粒物(PM10)"
北京,"海淀区万柳",1007A,2017060807,64,24,77,0.4,1,69,9,"颗粒物(PM10)"
北京,"顺义新城",1008A,2017060807,31,14,31,0.5,2,44,17,"无"
北京,"怀柔镇",1009A,2017060807,30,17,30,0.3,2,12,53,"无"
北京,"昌平镇",1010A,2017060807,37,13,37,0.4,2,33,36,"无"
北京,"奥体中心",1011A,2017060807,49,21,49,0.5,2,85,4,"无"
北京,"古城",1012A,2017060807,45,31,44,0.6,2,69,23,"无"
北京,"万寿西宫",1001A,2017060808,43,28,43,0.9,2,57,35,"无"
北京,"定陵",1002A,2017060808,28,17,28,0.2,2,19,48,"无"
北京,"东四",1003A,2017060808,49,27,49,0.6,2,61,29,"无"
北京,"天坛",1004A,2017060808,38,26,0,0.6,2,61,22,"无"
北京,"农展馆",1005A,2017060808,43,29,43,0.7,5,66,11,"无"
北京,"官园",1006A,2017060808,53,27,56,0.5,16,0,16,"颗粒物(PM10)"
北京,"海淀区万柳",1007A,2017060808,32,15,18,0.5,2,64,13,"无"
北京,"顺义新城",1008A,2017060808,49,8,49,0.5,2,34,31,"无"
北京,"怀柔镇",1009A,2017060808,50,23,50,0.4,2,26,42,"无"
北京,"昌平镇",1010A,2017060808,77,17,103,0.5,3,50,11,"颗粒物(PM10)"
北京,"奥体中心",1011A,2017060808,40,21,40,0.7,4,76,13,"无"
北京,"古城",1012A,2017060808,52,36,43,0.5,2,56,43,"细颗粒物(PM2.5)"
北京,"万寿西宫",1001A,2017060809,45,28,45,0.9,3,57,45,"无"
北京,"定陵",1002A,2017060809,35,21,35,0.2,2,31,39,"无"
北京,"东四",1003A,2017060809,54,30,57,0.6,3,71,28,"颗粒物(PM10)"
北京,"天坛",1004A,2017060809,45,30,45,0.8,2,71,25,"无"
北京,"农展馆",1005A,2017060809,52,31,53,0.7,5,66,25,"颗粒物(PM10)"
北京,"官园",1006A,2017060809,46,32,42,0.6,15,61,29,"无"
北京,"海淀区万柳",1007A,2017060809,52,36,46,0.5,3,72,15,"细颗粒物(PM2.5)"
北京,"顺义新城",1008A,2017060809,36,14,36,0.5,2,24,46,"无"
北京,"怀柔镇",1009A,2017060809,41,19,41,0.3,2,24,54,"无"
北京,"昌平镇",1010A,2017060809,76,24,102,0.7,3,67,3,"颗粒物(PM10)"
北京,"奥体中心",1011A,2017060809,60,27,69,0.6,4,80,19,"颗粒物(PM10)"
北京,"古城",1012A,2017060809,63,29,76,0.6,2,71,47,"颗粒物(PM10)"
北京,"万寿西宫",1001A,2017060810,46,32,45,0.9,2,58,52,"无"
北京,"定陵",1002A,2017060810,44,3,44,0.3,3,39,35,"无"
北京,"东四",1003A,2017060810,51,29,51,0.6,2,71,32,"颗粒物(PM10)"
北京,"天坛",1004A,2017060810,64,34,77,3.3,3,85,21,"颗粒物(PM10)"
北京,"农展馆",1005A,2017060810,58,31,65,0.7,4,49,56,"颗粒物(PM10)"
北京,"官园",1006A,2017060810,42,29,41,0.6,15,46,37,"无"
北京,"海淀区万柳",1007A,2017060810,56,28,61,0.6,3,84,17,"颗粒物(PM10)"
北京,"顺义新城",1008A,2017060810,26,5,26,0.5,2,20,65,"无"
北京,"怀柔镇",1009A,2017060810,47,18,47,0.4,2,23,70,"无"
北京,"昌平镇",1010A,2017060810,81,32,112,0.7,4,86,0,"颗粒物(PM10)"
北京,"奥体中心",1011A,2017060810,47,27,47,0.5,4,68,37,"无"
北京,"古城",1012A,2017060810,46,20,46,0.6,1,63,51,"无"
北京,"万寿西宫",1001A,2017060811,49,23,49,0.9,2,63,58,"无"
北京,"定陵",1002A,2017060811,56,25,62,0.4,2,59,37,"颗粒物(PM10)"
北京,"东四",1003A,2017060811,43,21,43,0.6,2,60,45,"无"
北京,"天坛",1004A,2017060811,67,48,52,0.6,3,69,40,"细颗粒物(PM2.5)"
北京,"农展馆",1005A,2017060811,54,32,57,0.8,4,58,53,"颗粒物(PM10)"
北京,"官园",1006A,2017060811,35,24,35,0.5,14,35,52,"无"
北京,"海淀区万柳",1007A,2017060811,47,23,47,0.7,3,88,26,"无"
北京,"顺义新城",1008A,2017060811,33,20,29,0.5,3,16,105,"无"
北京,"怀柔镇",1009A,2017060811,47,13,47,0.4,2,21,87,"无"
北京,"昌平镇",1010A,2017060811,79,31,108,0.7,5,92,2,"颗粒物(PM10)"
北京,"奥体中心",1011A,2017060811,38,20,38,0.5,4,73,36,"无"
北京,"古城",1012A,2017060811,52,30,53,0.5,2,65,57,"颗粒物(PM10)"
北京,"万寿西宫",1001A,2017060812,70,22,90,0.9,2,63,76,"颗粒物(PM10)"
北京,"定陵",1002A,2017060812,73,23,95,0.5,4,69,37,"颗粒物(PM10)"
北京,"东四",1003A,2017060812,46,26,46,0.6,2,62,65,"无"
北京,"天坛",1004A,2017060812,61,30,71,0.7,3,65,71,"颗粒物(PM10)"
北京,"农展馆",1005A,2017060812,52,27,53,0.8,4,63,68,"颗粒物(PM10)"
北京,"官园",1006A,2017060812,70,28,90,0.7,14,46,59,"颗粒物(PM10)"
北京,"海淀区万柳",1007A,2017060812,52,8,54,0.6,2,82,50,"颗粒物(PM10)"
北京,"顺义新城",1008A,2017060812,54,38,51,0.6,3,38,97,"细颗粒物(PM2.5)"
北京,"怀柔镇",1009A,2017060812,54,17,57,0.4,2,24,101,"颗粒物(PM10)"
北京,"昌平镇",1010A,2017060812,66,33,81,0.6,5,95,2,"颗粒物(PM10)"
北京,"奥体中心",1011A,2017060812,54,24,57,1.3,3,71,53,"颗粒物(PM10)"
北京,"古城",1012A,2017060812,66,38,81,0.5,2,51,106,"颗粒物(PM10)"
北京,"万寿西宫",1001A,2017060813,67,27,83,0.9,2,59,103,"颗粒物(PM10)"
北京,"定陵",1002A,2017060813,56,13,61,0.4,4,74,45,"颗粒物(PM10)"
北京,"东四",1003A,2017060813,53,30,56,0.6,0,63,78,"颗粒物(PM10)"
北京,"天坛",1004A,2017060813,63,33,76,0.5,3,0,100,"颗粒物(PM10)"
北京,"农展馆",1005A,2017060813,56,36,62,0.9,4,67,107,"颗粒物(PM10)"
北京,"官园",1006A,2017060813,57,33,63,0.5,13,30,96,"颗粒物(PM10)"
北京,"海淀区万柳",1007A,2017060813,55,22,60,0.5,2,64,90,"颗粒物(PM10)"
北京,"顺义新城",1008A,2017060813,47,25,47,0.6,4,60,75,"无"
北京,"怀柔镇",1009A,2017060813,61,18,72,0.4,2,28,111,"颗粒物(PM10)"
北京,"昌平镇",1010A,2017060813,52,23,54,0.2,2,34,0,"颗粒物(PM10)"
北京,"奥体中心",1011A,2017060813,63,28,75,0.7,4,76,81,"颗粒物(PM10)"
北京,"古城",1012A,2017060813,58,36,66,0.5,2,48,141,"颗粒物(PM10)"
北京,"万寿西宫",1001A,2017060814,51,18,51,0.8,2,39,155,"颗粒物(PM10)"
北京,"定陵",1002A,2017060814,60,22,70,0.4,3,67,66,"颗粒物(PM10)"
北京,"东四",1003A,2017060814,64,46,69,0.0,2,0,0,"细颗粒物(PM2.5)"
北京,"天坛",1004A,2017060814,69,35,88,0.5,4,0,0,"颗粒物(PM10)"
北京,"农展馆",1005A,2017060814,57,34,63,0.7,4,48,156,"颗粒物(PM10)"
北京,"官园",1006A,2017060814,68,37,85,0.4,12,16,139,"颗粒物(PM10)"
北京,"海淀区万柳",1007A,2017060814,60,28,70,0.5,2,54,120,"颗粒物(PM10)"
北京,"顺义新城",1008A,2017060814,46,32,0,0.6,5,57,100,"无"
北京,"怀柔镇",1009A,2017060814,54,25,57,0.4,2,29,125,"颗粒物(PM10)"
北京,"昌平镇",1010A,2017060814,51,23,52,0.5,4,68,56,"颗粒物(PM10)"
北京,"奥体中心",1011A,2017060814,51,30,51,0.6,3,55,127,"颗粒物(PM10)"
北京,"古城",1012A,2017060814,63,33,75,0.5,1,49,160,"颗粒物(PM10)"
北京,"万寿西宫",1001A,2017060815,54,38,0,0.6,2,16,125,"细颗粒物(PM2.5)"
北京,"定陵",1002A,2017060815,50,8,50,0.3,3,36,124,"无"
北京,"东四",1003A,2017060815,56,33,62,0.0,2,0,0,"颗粒物(PM10)"
北京,"天坛",1004A,2017060815,30,21,0,0.3,2,17,0,"无"
北京,"农展馆",1005A,2017060815,62,32,42,0.6,3,35,169,"臭氧1小时"
北京,"官园",1006A,2017060815,41,17,0,0.2,13,2,131,"无"
北京,"海淀区万柳",1007A,2017060815,58,26,66,0.4,2,49,122,"颗粒物(PM10)"
北京,"顺义新城",1008A,2017060815,47,28,46,0.7,4,62,150,"无"
北京,"怀柔镇",1009A,2017060815,42,20,0,0.4,2,35,132,"无"
北京,"昌平镇",1010A,2017060815,52,18,54,0.4,3,45,113,"颗粒物(PM10)"
北京,"奥体中心",1011A,2017060815,45,25,34,0.4,3,39,141,"无"
北京,"古城",1012A,2017060815,49,34,0,0.4,2,28,141,"无"
北京,"万寿西宫",1001A,2017060816,51,22,52,0.6,2,17,126,"颗粒物(PM10)"
北京,"定陵",1002A,2017060816,59,9,39,0.3,2,28,167,"臭氧1小时"
北京,"东四",1003A,2017060816,22,10,22,0.0,2,0,0,"无"
北京,"农展馆",1005A,2017060816,45,12,19,0.5,3,20,143,"无"
北京,"官园",1006A,2017060816,40,7,31,0.2,12,0,125,"无"
北京,"海淀区万柳",1007A,2017060816,35,24,0,0.3,2,36,101,"无"
北京,"顺义新城",1008A,2017060816,77,27,32,0.5,3,34,181,"臭氧1小时"
北京,"怀柔镇",1009A,2017060816,64,14,36,0.4,2,26,171,"臭氧1小时"
北京,"昌平镇",1010A,2017060816,43,16,19,0.3,3,25,137,"无"
北京,"奥体中心",1011A,2017060816,38,17,34,0.0,2,20,120,"无"
北京,"古城",1012A,2017060816,48,32,34,0.4,1,29,151,"无"
北京,"万寿西宫",1001A,2017060817,53,25,55,0.6,2,22,140,"颗粒物(PM10)"
北京,"定陵",1002A,2017060817,43,16,37,0.2,3,14,136,"无"
北京,"东四",1003A,2017060817,37,23,37,0.0,0,17,0,"无"
北京,"农展馆",1005A,2017060817,79,17,43,0.5,3,22,183,"臭氧1小时"
北京,"官园",1006A,2017060817,52,17,53,0.3,12,0,147,"颗粒物(PM10)"
北京,"海淀区万柳",1007A,2017060817,53,14,55,0.3,0,34,114,"颗粒物(PM10)"
北京,"顺义新城",1008A,2017060817,49,33,0,0.4,2,23,154,"无"
北京,"怀柔镇",1009A,2017060817,63,10,75,0.3,2,18,151,"颗粒物(PM10)"
北京,"昌平镇",1010A,2017060817,57,26,64,0.2,4,22,108,"颗粒物(PM10)"
北京,"奥体中心",1011A,2017060817,46,16,39,0.0,3,24,146,"无"
北京,"古城",1012A,2017060817,52,31,54,0.3,2,23,149,"颗粒物(PM10)"
北京,"万寿西宫",1001A,2017060819,51,8,52,0.7,2,33,100,"颗粒物(PM10)"
北京,"定陵",1002A,2017060819,36,8,36,0.1,0,8,108,"无"
北京,"东四",1003A,2017060819,57,20,63,0.4,3,0,94,"颗粒物(PM10)"
北京,"天坛",1004A,2017060819,52,10,53,0.5,0,38,101,"颗粒物(PM10)"
北京,"农展馆",1005A,2017060819,59,16,68,0.5,3,29,137,"颗粒物(PM10)"
北京,"官园",1006A,2017060819,54,18,57,0.3,11,0,100,"颗粒物(PM10)"
北京,"海淀区万柳",1007A,2017060819,57,18,64,0.4,2,55,83,"颗粒物(PM10)"
北京,"顺义新城",1008A,2017060819,52,17,53,0.4,2,20,120,"颗粒物(PM10)"
北京,"怀柔镇",1009A,2017060819,32,13,0,0.2,2,15,101,"无"
北京,"昌平镇",1010A,2017060819,77,15,103,0.2,2,12,90,"颗粒物(PM10)"
北京,"奥体中心",1011A,2017060819,58,16,66,0.3,2,33,0,"颗粒物(PM10)"
北京,"古城",1012A,2017060819,64,15,78,0.4,2,44,121,"颗粒物(PM10)"
北京,"万寿西宫",1001A,2017060820,38,4,38,0.6,2,33,90,"无"
北京,"定陵",1002A,2017060820,34,15,19,0.0,2,14,107,"无"
北京,"东四",1003A,2017060820,53,15,55,0.4,4,42,68,"颗粒物(PM10)"
北京,"天坛",1004A,2017060820,49,11,49,0.5,2,38,81,"无"
北京,"农展馆",1005A,2017060820,50,11,50,0.5,3,32,109,"无"
北京,"官园",1006A,2017060820,51,16,51,0.3,7,0,85,"颗粒物(PM10)"
北京,"海淀区万柳",1007A,2017060820,56,27,62,0.0,2,38,66,"颗粒物(PM10)"
北京,"顺义新城",1008A,2017060820,31,6,0,0.4,2,30,97,"无"
北京,"怀柔镇",1009A,2017060820,36,8,36,0.3,2,23,93,"无"
北京,"昌平镇",1010A,2017060820,40,19,40,0.2,2,20,75,"无"
北京,"奥体中心",1011A,2017060820,44,14,44,0.3,2,42,81,"无"
北京,"古城",1012A,2017060820,65,15,79,0.4,2,37,99,"颗粒物(PM10)"
北京,"万寿西宫",1001A,2017060821,41,9,41,0.7,2,43,72,"无"
北京,"定陵",1002A,2017060821,34,9,34,0.0,2,0,80,"无"
北京,"东四",1003A,2017060821,46,25,46,0.6,3,60,56,"无"
北京,"天坛",1004A,2017060821,33,18,33,0.7,2,46,59,"无"
北京,"农展馆",1005A,2017060821,43,15,43,0.6,2,46,84,"无"
北京,"官园",1006A,2017060821,54,23,57,0.5,3,0,50,"颗粒物(PM10)"
北京,"海淀区万柳",1007A,2017060821,71,22,91,0.0,2,81,0,"颗粒物(PM10)"
北京,"顺义新城",1008A,2017060821,34,8,30,0.5,2,68,54,"无"
北京,"怀柔镇",1009A,2017060821,47,6,47,0.3,2,21,91,"无"
北京,"昌平镇",1010A,2017060821,43,18,43,0.4,3,48,51,"无"
北京,"奥体中心",1011A,2017060821,38,14,38,0.5,2,67,55,"无"
北京,"古城",1012A,2017060821,57,22,63,0.5,2,61,67,"颗粒物(PM10)"
北京,"万寿西宫",1001A,2017060822,53,26,56,0.9,2,72,27,"颗粒物(PM10)"
北京,"定陵",1002A,2017060822,30,13,30,0.2,2,0,0,"无"
北京,"东四",1003A,2017060822,55,35,59,0.7,3,77,36,"颗粒物(PM10)"
北京,"天坛",1004A,2017060822,35,23,35,0.8,2,48,36,"无"
北京,"农展馆",1005A,2017060822,50,22,50,0.8,3,72,40,"无"
北京,"官园",1006A,2017060822,65,23,80,0.7,3,0,18,"颗粒物(PM10)"
北京,"海淀区万柳",1007A,2017060822,69,25,88,0.7,2,111,0,"颗粒物(PM10)"
北京,"顺义新城",1008A,2017060822,56,14,61,0.6,2,84,26,"颗粒物(PM10)"
北京,"怀柔镇",1009A,2017060822,38,19,38,0.3,2,33,68,"无"
北京,"昌平镇",1010A,2017060822,61,21,71,0.4,2,47,42,"颗粒物(PM10)"
北京,"奥体中心",1011A,2017060822,49,22,49,0.7,2,83,34,"无"
北京,"古城",1012A,2017060822,70,34,89,0.7,2,112,17,"颗粒物(PM10)"
北京,"万寿西宫",1001A,2017060823,53,22,56,1.1,2,97,2,"颗粒物(PM10)"
北京,"定陵",1002A,2017060823,28,3,28,0.2,2,14,77,"无"
北京,"东四",1003A,2017060823,60,39,70,0.9,2,105,10,"颗粒物(PM10)"
北京,"天坛",1004A,2017060823,45,24,45,0.8,2,57,9,"无"
北京,"农展馆",1005A,2017060823,57,32,64,1.1,3,101,2,"颗粒物(PM10)"
北京,"官园",1006A,2017060823,76,28,101,1.0,4,0,2,"颗粒物(PM10)"
北京,"海淀区万柳",1007A,2017060823,0,35,101,0.9,2,108,0,"无"
北京,"顺义新城",1008A,2017060823,52,23,53,0.6,2,89,20,"颗粒物(PM10)"
北京,"怀柔镇",1009A,2017060823,71,23,91,0.5,2,61,26,"颗粒物(PM10)"
北京,"昌平镇",1010A,2017060823,41,20,41,0.3,2,36,48,"无"
北京,"奥体中心",1011A,2017060823,57,22,63,0.8,2,103,7,"颗粒物(PM10)"
北京,"古城",1012A,2017060823,97,49,144,1.0,2,122,5,"颗粒物(PM10)"
